pRDfov1dbj0,1351.1671,1411.1221,2,0,1,1a170519476ff54b0d206ebac8214ed11e0e5c06ab93fc19742e80a771195b39,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1564579239241,15,sponsor,skip,YouTube,0,0,0,0,b479dfebe5d810bcc0a4b1293b6db71b63b4c981e0eda5df33a956bad269e041,""
3Q01JugqedA,0,8.209568,6,0,1,cf5dbb5c8b788a4fa20db2ce4ebaab9b1e3d83ccd5f8dcffb7dc0bc1778d2c3e,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1564860503306,86,sponsor,skip,YouTube,0,0,0,0,93e06966dfba2995f540dc804e7d0559d9bde11e7f958af18333dd8cfe1a612f,""
3Q01JugqedA,619.0013,694.24774,1,0,1,56187cf09f165be1bf71fbe74e6d902157ded4b1a9968231da0ec18247279f89,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1564861189295,32,sponsor,skip,YouTube,0,0,0,0,93e06966dfba2995f540dc804e7d0559d9bde11e7f958af18333dd8cfe1a612f,""
Kqo0Avhfw9g,1303.1115,1307.5813,110,0,1,6cc6f0286788466caed581a7c065d4cc905cc2077a7ee8eec7080117e5315ff9,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1564972143825,576,sponsor,skip,YouTube,0,0,0,0,4afc2659c6363f86f4ac6d396911f84c7b5e6691f9ead6a5130e9a48fc0fa17a,""
wNo7qoLRtkQ,493.95404,503.55762,-2,0,1,f77c5489199274049004ca4c9d5c502d8c1345ff2176285617e7d05aaa0a2698,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1565036978685,355,sponsor,skip,YouTube,0,0,0,0,68ab31dabcf130579a71409aaf6980f8530257f4a5b224af95f8f4735747766a,""
dRwa4IGRepM,168.32425,210.0426,12,0,1,7fecf866252d4781200a555513ff92c1d0bef06a8f5a759d8895d8eda6f1125f,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1565060670697,57,sponsor,skip,YouTube,0,0,0,0,91b16f949e8359da71be5ba76e39f522b00e6aaabd50b5b81535f8f1908b263b,""
SK71sgw0UEw,232.78539,265.84033,19,0,1,2e6575805d3fc1d9e48aaf3db5f03c0f0abaa653f8a95bab1a4d02a1973df104,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1565232762763,93,sponsor,skip,YouTube,0,0,0,0,d1806bb5663b4744abd8f72a101a8f0a4488acbabb6e2b089c0b97ae44f83245,""
FY_NtO7SIrY,1189.4033,1278.4282,22,0,1,4152001b4e6e0b2a14e675ffefcfc8dce1a46467e8a5bc29b741b65335f1cbe5,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1565274921503,239,sponsor,skip,YouTube,0,0,0,0,1e06cfd969a133d744a4a17059fe03e521250cea9a09288a5d5c879f0391596c,""
mhgS6TNkX9Q,361.3745,375.25006,18,0,1,48163c5b235a8ff8876fa711d98e9824b8875a0efc738731becaa045ec43dc4f,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1565471605503,178,sponsor,skip,YouTube,0,0,0,0,1fa6dcdc16ae76ff3f9c92faab715ba67b1015fd4f53be62d72dad7e5f2eec52,""
mhgS6TNkX9Q,0,6.17174,48,0,1,5818ebc1901a90792c21ed0201f86dcc2fe4cd4ccc6fada75b6f1c4f52796717,c4a6408834ac21d6bd8eca3cee787a1b1c3009ffacb1d481512424ad1f1be8f2,1565472030235,453,sponsor,skip,YouTube,0,0,0,0,1fa6dcdc16ae76ff3f9c92faab715ba67b1015fd4f53be62d72dad7e5f2eec52,""
9a_zV5-6Zl4,245.5,291.409,112,0,1,fcd221448f0ae8f4e0bacfde07ca5f7c757c5da87bf7d9c31b7ce6d74123657e,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1568671764829,761,sponsor,skip,YouTube,0,0,0,0,7271f405675b7887f23cf8902696294add9ffe7b95350c4e40126539091e4abf,""
dARfHkxbKOc,186.85,193.892,49,0,1,5f7ac56f03398d40c6a01a24e4e963fcca9538d25fd79280ef4b90eba8b1dba7,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1568689472441,70,sponsor,skip,YouTube,0,0,0,0,549df92a8c5ba3dddee89df6fd9fc410ed9b3dd0e0663089d3d1bb239d3d3db3,""
EozeSDeV3Vo,325.90378,329.59042,158,0,1,a4b90cc10e498e681101c3a80bd90602e4742bdcdfc8fac775588607dd773b5b,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1568834145362,1602,selfpromo,skip,YouTube,0,0,0,0,a4c5b9feebd42d095d2014ba38e9daeb82e26e55de88bf524b25d16d823008b1,""
8ktvPwE0pdA,367.85385,459.84918,84,0,1,db11e397fded057f0f200261a8b3c725ef60f5867e88ecd9c5a463ad47097c8b,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1568861572682,1173,sponsor,skip,YouTube,0,0,0,0,e8f9b022787ed090991e92638fe2513123c9e37f38b22d257025a68efe1c8401,""
BooHFzzxDz0,0,43.321594,49,0,1,929f7b52b55a940ab60d80ff97d8fb40191ec497c5b9bef5c15a15799a27edfc,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1569549926195,179,sponsor,skip,YouTube,0,0,0,0,990f646044a7081f5119d71d259ef04c371f179c2e0441e38cb3c98806d52299,""
ax1stHWzxKQ,137.63335,143.30486,48,0,1,92cef619f00f0109c5c092645f8a2caa4e1732b01ee9325b631a0a01287c5b6e,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1569641161368,213,selfpromo,skip,YouTube,0,0,0,0,8db782fb3976d6f4a119dfd733555f0a9429a716bfd739f651d97e6032f8918b,""
R8vbQR9et_Y,776.35,790.986,1,0,1,c353dfd7c9e6893eea9c93e80013100f49916047bc70b04f64f5a5fd0aa0337e,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1570032185389,9,sponsor,skip,YouTube,0,0,0,0,8d94aefced1ff5d9ca7aeced17804dd5c83ad18dbbf6febad3928cf2ae955805,""
wthhc1s0Pig,252.05,323.574,21,0,1,298b68a71608c467d7629cb75d91820eb0dcd32c358d1415c4c4296f6a64c9a8,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1570074589039,417,sponsor,skip,YouTube,0,0,0,0,625ad57369107cce999a82734445d16416b5aa5bc66be873484ef80b4b1cc5f5,""
Po5iEqDDv3U,473.1898,481.99304,141,0,1,3edc71336b699932799f6de76bfadcae02636a415f54f40a1030dbdfd974f5ee,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1570303838724,332,selfpromo,skip,YouTube,0,0,0,0,bf0f5d27b02ded107773f94e579cbdd5c2582ea8fa9f871b2c948a94c395736a,""
_6ZBo2dkcNU,605.315,638.5772,242,0,1,1b220375d43865e806179121763c88f9b62f648b254d69ad1ec48f0227f86665,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1570389468364,1513,sponsor,skip,YouTube,0,0,0,0,526a7f088967d4d81ca9cff199b5c21ad68b47a9147810eb1e6e2a84a07e4a8b,""
3GXCo-InnpU,4.659,62.405,27,0,1,886a1eb00e5b27662a3980a100f424e1c3fb4d262c09d95f225309cb1be4841e,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1570449417570,712,sponsor,skip,YouTube,0,0,0,0,55d180977768dde359d9c9b77812097d5ecbd11539e9e33868e99b3410f8ed47,""
OhWZavn2OvM,962.02,1020.398,26,0,1,ba9ed3291308e8a27a3aaba99ae14a0b8b8da9dfd94983e9b2855effec0a108f,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1571258487590,49,sponsor,skip,YouTube,0,0,0,0,3cf23ec0663547a96ec33c242cbfa72f1d9887006420177e473bf9d7ff010d58,""
rE-QUEUTjAs,414.86276,419.09567,20,0,1,7171b08ee6d1f242a276c6d3aa4b2b4aee50aca64d7b7a5df7c77d5cfecabefc,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1571326421007,20,sponsor,skip,YouTube,0,0,0,0,d45faac317fa162bd3177de61bf8b4acf82d0f28a81abc974f372dfc596dcab5,""
4IZErpYFR1g,2764.8125,2810.2173,20,0,1,ab18c67633845fd4f3051c480fecfae9d4b445a0e5faf7a592be405ecd3994d6,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1571603336954,153,sponsor,skip,YouTube,0,0,0,0,bcf297a98cbff3178ff9dbeda272613919a18e8c5953964fa6fbcaa639691848,""
7bN3zqT6rFU,0,4.154561,4,0,1,57bfcd51cd8f4c7e50a0f6b5783a8e67fc4c795d55b5012ccd563ad49a9f168c,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572645317080,10,sponsor,skip,YouTube,0,0,0,0,b8589b8a03f78d76968de305f20962e8c30b01926b95c4ffa97d3483dc9fae4d,""
7bN3zqT6rFU,646.653,694.596,1,0,1,468c0af908e52278c937f9b2ee277550150b7b0f934d729303190000b6f859e8,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572646180323,3,sponsor,skip,YouTube,0,0,0,0,b8589b8a03f78d76968de305f20962e8c30b01926b95c4ffa97d3483dc9fae4d,""
rXz0veV1AuU,86.403915,93.88106,101,0,1,62ff428223953e3f95fa093628bbd34413b66caa9def38f591be22dd6b99485c,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572658759383,106,sponsor,skip,YouTube,0,0,0,0,c053a6d450352d2db31ca90ee3b16b017cf19757c50ea34fa4397e0d416d73e7,""
rXz0veV1AuU,462.7124,494.41748,136,0,1,6059da9f7eb4169aabe9511a5a31a75bdf4639a00a9d6c71bb98b6f5e1267cb8,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572659240874,151,sponsor,skip,YouTube,0,0,0,0,c053a6d450352d2db31ca90ee3b16b017cf19757c50ea34fa4397e0d416d73e7,""
rXz0veV1AuU,2226.264,2471.843,98,0,1,9459298bf2f57e1db974912fd2fcfad0d0576f832822172573d468c76d5d16c1,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572661591424,102,sponsor,skip,YouTube,0,0,0,0,c053a6d450352d2db31ca90ee3b16b017cf19757c50ea34fa4397e0d416d73e7,""
rXz0veV1AuU,3618.6038,3715.4897,87,0,1,ad107f1982c368bf8dab73e79dcdc035a1c1a031ecb36d842e624a5ecd3e688e,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572662704591,91,sponsor,skip,YouTube,0,0,0,0,c053a6d450352d2db31ca90ee3b16b017cf19757c50ea34fa4397e0d416d73e7,""
UK15xIMc1DY,483.73257,490.29364,180,0,1,38a0a41e25be96098288ea6c9921a5c3261a14b6a6a72cf4d2d1f89b362a553c,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572679426447,1909,sponsor,skip,YouTube,0,0,0,0,fcb9dae5cd5b23712204a50c6b63a1fbcf81fe18dcdfe55de4d285e1fc664b86,""
3JoggnpLXNc,2917.3667,2983.675,15,0,1,a9eb70dc11e04d7a7f4310097bd5efd9b9ccb27670036cf4968dbf7560b91d41,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1572938731741,66,sponsor,skip,YouTube,0,0,0,0,0fef2fe7ec0d59930b99651c1593ba0806384927e189f79d3a3e8eb5a16b8652,""
ojGveiE51Hk,549.2304,605.76666,7,0,1,66602e1c3390cd8f98b88640d0e276eb9437527a77e8d5de972075916971634d,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1573305197854,30,sponsor,skip,YouTube,0,0,0,0,9fab16f3dcca850d9a6929bd9d972464f047c1467d3d90bd63cea396dccc7619,""
avhKwEWyEE4,88.28,97.458,15,0,1,99232c6ed64b0c88777c37cac87bae3868aafa033dad118b75a52df1d3413eb6,d261c35ce21b0554c183fc42e2f92bf30609e0540bad8e4a94e9df5293b6e617,1573923043289,173,sponsor,skip,YouTube,0,0,0,0,b97f1d3eec7a7de3c4090a4a560d170c233b959fda91f29077860a5139f6a955,""
